"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"C47,""1210_ReflowSoldering_CAP"",""9960mil"",""2625mil"",""9960mil"",""2625mil"",""9960mil"",""2686.024mil"",""T"",""270.00"",""C_1210_X5R_10%_10U-35V"""
"C46,""0603_ReflowSoldering_CAP"",""2118.75mil"",""1493.75mil"",""2118.75mil"",""1493.75mil"",""2118.75mil"",""1467.35mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C45,""0603_ReflowSoldering_CAP"",""1831.25mil"",""1031.25mil"",""1831.25mil"",""1031.25mil"",""1831.25mil"",""1057.65mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C44,""0603_ReflowSoldering_CAP"",""1930mil"",""445mil"",""1930mil"",""445mil"",""1956.4mil"",""445mil"",""T"",""180.00"",""C_0603_X7R_10%_100N-50V"""
"C43,""0603_ReflowSoldering_CAP"",""2905mil"",""724.822mil"",""2905mil"",""724.822mil"",""2878.6mil"",""724.822mil"",""T"",""360.00"",""C_0603_X7R_10%_100N-50V"""
"C42,""0603_ReflowSoldering_CAP"",""2880mil"",""1085mil"",""2880mil"",""1085mil"",""2880mil"",""1111.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C41,""0603_ReflowSoldering_CAP"",""2518.75mil"",""410mil"",""2518.75mil"",""410mil"",""2518.75mil"",""436.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C40,""0603_ReflowSoldering_CAP"",""2668.75mil"",""1512.5mil"",""2668.75mil"",""1512.5mil"",""2668.75mil"",""1486.1mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C39,""0603_ReflowSoldering_CAP"",""2290mil"",""1500mil"",""2290mil"",""1500mil"",""2290mil"",""1473.6mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C38,""0603_ReflowSoldering_CAP"",""2400mil"",""410mil"",""2400mil"",""410mil"",""2400mil"",""436.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C37,""0603_ReflowSoldering_CAP"",""2606.25mil"",""1512.5mil"",""2606.25mil"",""1512.5mil"",""2606.25mil"",""1486.1mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C36,""0603_ReflowSoldering_CAP"",""1837.5mil"",""831.25mil"",""1837.5mil"",""831.25mil"",""1837.5mil"",""857.65mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C35,""0805_ReflowSoldering_CAP"",""2950mil"",""1075mil"",""2950mil"",""1075mil"",""2950mil"",""1039mil"",""T"",""90.00"",""C_0805_X5R_10%_10U-16V"""
"C34,""0805_ReflowSoldering_CAP"",""1718.75mil"",""1025mil"",""1718.75mil"",""1025mil"",""1718.75mil"",""989mil"",""T"",""90.00"",""C_0805_X5R_10%_10U-16V"""
"C33,""0603_ReflowSoldering_CAP"",""2887.5mil"",""410mil"",""2887.5mil"",""410mil"",""2887.5mil"",""436.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C32,""0603_ReflowSoldering_CAP"",""2818.75mil"",""410mil"",""2818.75mil"",""410mil"",""2818.75mil"",""436.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C31,""0603_ReflowSoldering_CAP"",""1587.5mil"",""1706.25mil"",""1587.5mil"",""1706.25mil"",""1587.5mil"",""1732.65mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C30,""0805_ReflowSoldering_CAP"",""6477.5mil"",""1527.5mil"",""6477.5mil"",""1527.5mil"",""6513.5mil"",""1527.5mil"",""T"",""180.00"",""C_0805_X5R_10%_1U-25V"""
"C29,""0805_ReflowSoldering_CAP"",""6477.48mil"",""1615mil"",""6477.48mil"",""1615mil"",""6513.48mil"",""1615mil"",""T"",""180.00"",""C_0805_X5R_10%_1U-25V"""
"C28,""0603_ReflowSoldering_CAP"",""2362.5mil"",""1587.5mil"",""2362.5mil"",""1587.5mil"",""2388.9mil"",""1587.5mil"",""T"",""180.00"",""C_0603_NPO_5%_18P-50V"""
"C27,""0603_ReflowSoldering_CAP"",""2637.5mil"",""1600mil"",""2637.5mil"",""1600mil"",""2611.1mil"",""1600mil"",""T"",""360.00"",""C_0603_NPO_5%_18P-50V"""
"C26,""0603_ReflowSoldering_CAP"",""2587.5mil"",""281.25mil"",""2587.5mil"",""281.25mil"",""2613.9mil"",""281.25mil"",""T"",""180.00"",""C_0603_NPO_5%_18P-50V"""
"C25,""0603_ReflowSoldering_CAP"",""2700mil"",""281.25mil"",""2700mil"",""281.25mil"",""2673.6mil"",""281.25mil"",""T"",""360.00"",""C_0603_NPO_5%_18P-50V"""
"C24,""0603_ReflowSoldering_CAP"",""1093.75mil"",""1875mil"",""1093.75mil"",""1875mil"",""1120.15mil"",""1875mil"",""T"",""180.00"",""C_0603_X7R_10%_100N-50V"""
"C23,""0805_ReflowSoldering_CAP"",""9212.5mil"",""2737.5mil"",""9212.5mil"",""2737.5mil"",""9176.5mil"",""2737.5mil"",""T"",""360.00"",""C_0805_X7R_10%_470N-50V"""
"C22,""0603_ReflowSoldering_CAP"",""1106.25mil"",""2306.25mil"",""1106.25mil"",""2306.25mil"",""1106.25mil"",""2332.65mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C21,""0603_ReflowSoldering_CAP"",""1100mil"",""2175mil"",""1100mil"",""2175mil"",""1073.6mil"",""2175mil"",""T"",""0.00"",""C_0603_X7R_10%_100N-50V"""
"C20,""0603_ReflowSoldering_CAP"",""1568.75mil"",""2312.5mil"",""1568.75mil"",""2312.5mil"",""1542.35mil"",""2312.5mil"",""T"",""360.00"",""C_0603_X7R_10%_100N-50V"""
"C19,""1210_ReflowSoldering_CAP"",""7068.75mil"",""1781.25mil"",""7068.75mil"",""1781.25mil"",""7129.774mil"",""1781.25mil"",""T"",""180.00"",""C_1210_X5R_10%_10U-35V"""
"C18,""0603_ReflowSoldering_CAP"",""1047.5mil"",""2500mil"",""1047.5mil"",""2500mil"",""1047.5mil"",""2473.6mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C17,""1210_ReflowSoldering_CAP"",""10110mil"",""2625mil"",""10110mil"",""2625mil"",""10110mil"",""2686.024mil"",""T"",""270.00"",""C_1210_X5R_10%_10U-35V"""
"C15,""CAP_ELE_18X40_E7.5MM"",""9620.472mil"",""1138.583mil"",""9620.472mil"",""1138.583mil"",""9768.11mil"",""1138.583mil"",""T"",""180.00"",""C_ELE_3900U_35V_UHE1V392MD"""
"C14,""CAP_ELE_18X40_E7.5MM"",""10447.244mil"",""1965.354mil"",""10447.244mil"",""1965.354mil"",""10594.882mil"",""1965.354mil"",""T"",""180.00"",""C_ELE_3900U_35V_UHE1V392MD"""
"C13,""CAP_ELE_18X40_E7.5MM"",""10447.244mil"",""1138.583mil"",""10447.244mil"",""1138.583mil"",""10594.882mil"",""1138.583mil"",""T"",""180.00"",""C_ELE_3900U_35V_UHE1V392MD"""
"C11,""0805_ReflowSoldering_CAP"",""7435mil"",""2710mil"",""7435mil"",""2710mil"",""7471mil"",""2710mil"",""T"",""180.00"",""C_0805_X7R_10%_470N-50V"""
"C10,""0805_ReflowSoldering_CAP"",""7310mil"",""2680mil"",""7310mil"",""2680mil"",""7310mil"",""2644mil"",""T"",""90.00"",""C_0805_X7R_10%_470N-50V"""
"C9,""0805_ReflowSoldering_CAP"",""6415mil"",""2975mil"",""6415mil"",""2975mil"",""6451mil"",""2975mil"",""T"",""180.00"",""C_0805_X7R_10%_470N-50V"""
"C7,""0603_ReflowSoldering_CAP"",""4590mil"",""2515mil"",""4590mil"",""2515mil"",""4590mil"",""2488.6mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C6,""0805_ReflowSoldering_CAP"",""2905mil"",""1805mil"",""2905mil"",""1805mil"",""2941mil"",""1805mil"",""T"",""180.00"",""C_0805_X5R_10%_10U-16V"""
"C5,""0603_ReflowSoldering_CAP"",""5190mil"",""2295mil"",""5190mil"",""2295mil"",""5163.6mil"",""2295mil"",""T"",""360.00"",""C_0603_X7R_10%_100N-50V"""
"C4,""0603_ReflowSoldering_CAP"",""7206.25mil"",""1937.5mil"",""7206.25mil"",""1937.5mil"",""7206.25mil"",""1963.9mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C3,""0603_ReflowSoldering_CAP"",""1900mil"",""2625mil"",""1900mil"",""2625mil"",""1873.6mil"",""2625mil"",""T"",""0.00"",""C_0603_X7R_10%_100N-50V"""
"C2,""0603_ReflowSoldering_CAP"",""3835mil"",""2960mil"",""3835mil"",""2960mil"",""3808.6mil"",""2960mil"",""T"",""360.00"",""C_0603_X7R_10%_100N-50V"""
"C1,""0603_ReflowSoldering_CAP"",""1862.5mil"",""2793.75mil"",""1862.5mil"",""2793.75mil"",""1836.1mil"",""2793.75mil"",""T"",""360.00"",""C_0603_X7R_10%_100N-50V"""
"D28,""SOD128_ReflowSoldering"",""10350mil"",""2565mil"",""10350mil"",""2565mil"",""10350mil"",""2651.5mil"",""T"",""270.00"",""PMEG4050EP"""
"D29,""SOD128_ReflowSoldering"",""10515mil"",""2565mil"",""10515mil"",""2565mil"",""10515mil"",""2651.5mil"",""T"",""270.00"",""PMEG4050EP"""
"D39,""SOD128_ReflowSoldering"",""10275mil"",""2770mil"",""10275mil"",""2770mil"",""10188.5mil"",""2770mil"",""T"",""360.00"",""PMEG4050EP"""
"D40,""SOD128_ReflowSoldering"",""10600mil"",""2770mil"",""10600mil"",""2770mil"",""10686.5mil"",""2770mil"",""T"",""180.00"",""PMEG4050EP"""
"D45,""SOD128_ReflowSoldering"",""8918.75mil"",""1212.5mil"",""8918.75mil"",""1212.5mil"",""9005.25mil"",""1212.5mil"",""T"",""180.00"",""PMEG4050EP"""
"F5,""FUS_POLY_14.4X3_H24.8_E5.08"",""9627.638mil"",""3169.213mil"",""9777.244mil"",""3171.181mil"",""9730mil"",""3120mil"",""T"",""180.00"",""FUSIBLE_POLY_30V_4A_MF-R400"""
"L17,""0603_ReflowSoldering_CAP"",""75mil"",""1893.75mil"",""75mil"",""1893.75mil"",""75mil"",""1867.35mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"R175,""0603_ReflowSoldering_RES"",""960mil"",""1740mil"",""960mil"",""1740mil"",""933.6mil"",""1740mil"",""T"",""360.00"",""RES_0603_1%_100PPM_1K"""
"C109,""CAP_ELE_10X31.5_E5.08MM"",""9612.5mil"",""1950mil"",""9612.5mil"",""1950mil"",""9712.5mil"",""1950mil"",""T"",""180.00"",""C_ELE_GEN_20%_1000U-25V"""
"L37,""SELF_PM3700_17.78X11.43H11.43"",""9699.48mil"",""225.52mil"",""9699.48mil"",""225.52mil"",""9398.959mil"",""-75mil"",""T"",""315.00"",""IND_FERRITE_PM3700_80_RC_2X20mH"""
"D12,""SOD323_ReflowSoldering"",""8500mil"",""2150mil"",""8500mil"",""2150mil"",""8546.26mil"",""2150mil"",""T"",""360.00"",""PMEG2020AEA"""
"R13,""0603_ReflowSoldering_RES"",""8943.75mil"",""2868.75mil"",""8943.75mil"",""2868.75mil"",""8970.15mil"",""2868.75mil"",""T"",""180.00"",""RES_0603_1%_100PPM_4.7K"""
"C16,""0603_ReflowSoldering_CAP"",""1193.75mil"",""2100mil"",""1193.75mil"",""2100mil"",""1220.15mil"",""2100mil"",""T"",""180.00"",""C_0603_NPO_5%_1N-50V"""
"T17,""DPAK"",""5415mil"",""1144.527mil"",""5415mil"",""990mil"",""5505mil"",""1299.055mil"",""T"",""90.00"",""T405-600B"""
"T19,""DPAK"",""5760mil"",""1144.527mil"",""5760mil"",""990mil"",""5850mil"",""1299.055mil"",""T"",""90.00"",""T405-600B"""
"T20,""DPAK"",""6105mil"",""1144.527mil"",""6105mil"",""990mil"",""6195mil"",""1299.055mil"",""T"",""90.00"",""T405-600B"""
"D44,""DO214AB-SMC-P_ReflowSoldering"",""1525mil"",""1906.25mil"",""1525mil"",""1906.25mil"",""1649mil"",""1906.25mil"",""T"",""360.00"",""MBRS360T3G"""
"R38,""0603_ReflowSoldering_RES"",""4075mil"",""1095mil"",""4075mil"",""1095mil"",""4101.4mil"",""1095mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"R94,""0603_ReflowSoldering_RES"",""4215mil"",""1850mil"",""4215mil"",""1850mil"",""4241.4mil"",""1850mil"",""T"",""180.00"",""RES_0603_1%_100PPM_1K"""
"C138,""0603_ReflowSoldering_CAP"",""868.75mil"",""1068.75mil"",""868.75mil"",""1068.75mil"",""868.75mil"",""1095.15mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"D47,""SOT23_3L_ReflowSoldering"",""981.25mil"",""1062.5mil"",""981.25mil"",""1062.5mil"",""942.864mil"",""1019.193mil"",""T"",""270.00"",""BAT54S"""
"J53,""WR_MPC4_1X02D_Oval_Pad"",""609.055mil"",""1237.008mil"",""575.591mil"",""1237.008mil"",""609.055mil"",""1154.331mil"",""T"",""180.00"",""EMB_4.20_M_D_1X02_Oval_PAD"""
"L42,""0603_ReflowSoldering_CAP"",""881.25mil"",""1225mil"",""881.25mil"",""1225mil"",""854.85mil"",""1225mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"R170,""0603_ReflowSoldering_RES"",""1056.25mil"",""1200mil"",""1056.25mil"",""1200mil"",""1056.25mil"",""1173.6mil"",""T"",""90.00"",""RES_0603_1%_100PPM_2.2K"""
"R171,""0603_ReflowSoldering_RES"",""981.25mil"",""1200mil"",""981.25mil"",""1200mil"",""981.25mil"",""1226.4mil"",""T"",""270.00"",""RES_0603_1%_100PPM_4.7K"""
"C100,""0603_ReflowSoldering_CAP"",""2186.25mil"",""3053.75mil"",""2186.25mil"",""3053.75mil"",""2212.65mil"",""3053.75mil"",""T"",""180.00"",""C_0603_X7R_10%_100N-50V"""
"C143,""0603_ReflowSoldering_CAP"",""1612.5mil"",""1568.75mil"",""1612.5mil"",""1568.75mil"",""1612.5mil"",""1542.35mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"U28,""SOIC_08_E1.27_L200_REFLOWSOLDERING"",""1456.25mil"",""1406.25mil"",""1456.25mil"",""1406.25mil"",""1310.581mil"",""1481.25mil"",""T"",""270.00"",""SST25VF016B-50-4I-S2AF"""
"R40,""0603_ReflowSoldering_RES"",""587.5mil"",""2500mil"",""587.5mil"",""2500mil"",""561.1mil"",""2500mil"",""T"",""360.00"",""RES_0603_1%_100PPM_2.2K"""
"J3,""IDC2P54_26P"",""5350mil"",""2910.236mil"",""5350mil"",""2910.236mil"",""4750mil"",""2860.236mil"",""T"",""0.00"",""61202621621"""
